Year	Day	Hour	NEE	qcNEE	LE	H	Rg	Tair	Tsoil	rH	VPD	Ustar
--	--	--	umolm-2s-1	--	Wm-2	Wm-2	Wm-2	degC	degC	%	hPa	ms-1
1998	202	20.5	-9999	2	-9999	-82.99	0	21.7	17.78	63.13	9.6	0.26
1998	202	21	-9999	2	-9999	-15.39	0	20.8	17.6	68.11	7.9	0.39
1998	202	21.5	-9999	2	-9999	-41.31	0	20.9	17.45	67.25	8.1	0.42
1998	202	22	-9999	2	-9999	-54.44	0	21.9	17.32	61.16	10.2	0.56
1998	202	22.5	-9999	2	-9999	-43.53	0	21.4	17.21	62.86	9.5	0.64
1998	202	23	-9999	2	-9999	-44.89	0	21.5	17.12	62.39	9.7	0.7
1998	202	23.5	-9999	2	-9999	-50.62	0	21.4	17.05	64.29	9.1	0.76
1998	203	0	-9999	2	-9999	-23.94	0	21.3	16.99	64.05	9.1	0.79
1998	203	0.5	-9999	2	-9999	-18.98	0	21.1	16.95	61.27	9.7	0.63
1998	203	1	-9999	2	-9999	-117.51	0	19.7	16.9	69.81	6.9	0.64
1998	203	1.5	-9999	2	-9999	27.59	0	17.2	16.82	87.21	2.5	0.27
1998	203	2	-9999	2	-9999	-23.18	0	17.4	16.7	84.65	3.1	0.12
1998	203	2.5	-9999	2	-9999	-33.65	0	17.5	16.58	82.9	3.4	0.19
1998	203	3	-9999	2	-9999	-86.94	0	16.9	16.45	86.1	2.7	0.27
1998	203	3.5	-9999	2	-9999	-63.59	0	17.2	16.34	83.51	3.2	0.42
1998	203	4	-9999	2	-9999	-60.21	0.46	17	16.22	84.07	3.1	0.41
1998	203	4.5	-9999	2	-9999	-15.97	0.71	16.6	16.13	87.55	2.4	0.13
1998	203	5	-9999	2	-9999	-10.35	1.75	16.6	16.04	87.64	2.3	0.13
1998	203	5.5	-9999	2	-9999	-15.88	15.53	16.8	15.96	86.48	2.6	0.25
1998	203	6	-9999	2	-9999	-14.95	28.21	16.8	15.9	86.69	2.6	0.19
1998	203	6.5	-9999	2	-9999	-25.04	35.5	16.8	15.85	86.8	2.5	0.5
1998	203	7	-9999	2	-9999	-19.83	83.45	16.8	15.8	86.76	2.5	0.46
1998	203	7.5	-9999	2	-9999	-10.03	200.46	16.9	15.77	87.4	2.4	0.46
1998	203	8	-9999	2	-9999	-9999	367.48	17.6	15.76	84.78	3.1	0.58
1998	203	8.5	-9999	2	-9999	49.34	408.36	18.3	15.79	79.03	4.4	0.48
1998	203	9	-9999	2	-9999	54.72	407.44	18.7	15.86	75.14	5.4	0.35
1998	203	9.5	-9999	2	-9999	46.52	317.84	18.6	15.89	75.52	5.3	0.31
1998	203	10	-9999	2	-9999	103.09	419.37	19	15.91	75.54	5.4	0.27
1998	203	10.5	-9999	2	-9999	151.54	437.55	19.3	15.94	74.48	5.7	0.27
1998	203	11	-9999	2	-9999	122.61	401.25	19.6	16	72.21	6.4	0.31
1998	203	11.5	-9999	2	-9999	124.04	316.11	20.1	16.06	71.65	6.7	0.33
1998	203	12	-9999	2	-9999	50.81	156.81	20.2	16.11	72.88	6.5	0.25
1998	203	12.5	-9999	2	-9999	18.5	165.02	20.3	16.14	73.07	6.4	0.22
1998	203	13	-9999	2	-9999	31.52	196.03	20.6	16.17	72.17	6.8	0.31
1998	203	13.5	-9999	2	-9999	76.8	294.98	20.8	16.2	70.54	7.3	0.32
1998	203	14	-9999	2	-9999	78.67	230.97	20.8	16.23	70.76	7.2	0.43
1998	203	14.5	-9999	2	-9999	17.57	135.86	20.5	16.26	72.25	6.7	0.31
1998	203	15	-9999	2	-9999	-9999	128.64	20.2	16.27	75.12	5.9	0.62
1998	203	15.5	-9999	2	-9999	6.87	329.99	20.5	16.28	73.98	6.3	0.29
1998	203	16	-9999	2	-9999	65.39	246.2	21	16.31	71.57	7.1	0.52
1998	203	16.5	-9999	2	-9999	70.23	425.95	21.4	16.34	70.44	7.6	0.29
1998	203	17	-9999	2	-9999	121.37	294.4	21.7	16.38	68.7	8.1	0.13
1998	203	17.5	-9999	2	-9999	-4.91	106.49	20.9	16.42	71.79	7	0.22
1998	203	18	-9999	2	-9999	-9.23	144.51	20.6	16.43	75.48	6	0.11
1998	203	18.5	-9999	2	-9999	-5.88	166.13	21	16.42	73.89	6.5	0.21
1998	203	19	-9999	2	-9999	-7.8	59.73	20.8	16.43	74.05	6.4	0.1
1998	203	19.5	-9999	2	-9999	-7.14	0	20.6	16.43	74.41	6.2	0.13
1998	203	20	-9999	2	-9999	-10.63	0	20.3	16.4	75.82	5.8	0.07
1998	203	20.5	-9999	2	-9999	-8.91	0	20	16.36	77.32	5.3	0.08
1998	203	21	-9999	2	-9999	-4.2	0	20	16.31	77.71	5.2	0.14
1998	203	21.5	-9999	2	-9999	-8.48	0	19.7	16.26	77.31	5.2	0.19
1998	203	22	-9999	2	-9999	-26.63	0	19.5	16.22	77.33	5.1	0.34
1998	203	22.5	-9999	2	-9999	-19.58	0	19.4	16.17	77.85	5	0.12
1998	203	23	-9999	2	-9999	-7.84	0	19.4	16.12	77.84	5	0.11
1998	203	23.5	-9999	2	-9999	-7.81	0	19.2	16.07	77.88	4.9	0.12
1998	204	0	-9999	2	-9999	-7.23	0	18.9	16	78.93	4.6	0.08
1998	204	0.5	-9999	2	-9999	-11.83	0	18.6	15.94	80.27	4.3	0.1
1998	204	1	-9999	2	-9999	-6.96	0	17.9	15.87	78.53	4.4	0.2
1998	204	1.5	-9999	2	-9999	-35.39	0	18.2	15.8	71.93	5.9	0.33
1998	204	2	-9999	2	-9999	-40.25	0	18	15.72	71.04	6	0.34
1998	204	2.5	-9999	2	-9999	-27.93	0	18	15.63	70.14	6.2	0.23
1998	204	3	-9999	2	-9999	-9.39	0	17.3	15.57	72.58	5.4	0.17
1998	204	3.5	-9999	2	-9999	-2.72	0	16.9	15.48	74.11	5	0.19
1998	204	4	-9999	2	-9999	-27.73	0	17.6	15.38	70.15	6	0.12
1998	204	4.5	-9999	2	-9999	-10.44	0	17.8	15.29	71.18	5.9	0.12
1998	204	5	-9999	2	-9999	-9999	10.73	17.5	15.21	73.2	5.4	0.27
1998	204	5.5	-9999	2	-9999	-12.6	27.56	17.2	15.15	76.58	4.6	0.11
1998	204	6	-9999	2	-9999	-9.64	92.19	17.6	15.12	77.61	4.5	0.13
1998	204	6.5	-9999	2	-9999	-3.64	185.6	18.4	15.1	76.62	5	0.21
1998	204	7	-9999	2	-9999	19.95	263.76	19.5	15.13	73.8	5.9	0.33
1998	204	7.5	-9999	2	-9999	28.7	307.99	20.4	15.19	73.83	6.3	0.38
1998	204	8	-9999	2	-9999	44.76	307.68	21.2	15.29	72.59	6.9	0.4
1998	204	8.5	-9999	2	-9999	19.05	316.05	21.8	15.43	71.92	7.4	0.4
1998	204	9	-9999	2	-9999	31.41	393.6	22.4	15.58	68.8	8.5	0.4
1998	204	9.5	-9999	2	131.38	97.09	499.9	23	15.74	64.27	10.1	0.48
1998	204	10	-19.33	1	99.73	69.76	576.27	23.8	15.91	60.17	11.8	0.38
1998	204	10.5	-17.43	1	274.13	190.69	707.83	24.6	16.07	52.86	14.6	0.55
1998	204	11	-17.56	1	295	264.4	718.23	25.2	16.31	48.52	16.6	0.6
1998	204	11.5	-10.41	1	147.5	261.38	823.12	25.4	16.51	47.87	17	0.43
1998	204	12	-14.64	1	227.21	205.63	689.13	25.7	16.68	47.51	17.4	0.44
1998	204	12.5	-13.92	1	183.13	376.32	912.01	26.5	16.85	44.68	19.2	0.6
1998	204	13	-9.69	1	171.5	307.55	844.65	26.5	16.98	45.99	18.7	0.48
1998	204	13.5	-9.86	1	190.22	354.04	868.03	27.1	17.19	43.43	20.4	0.24
1998	204	14	-5.96	1	106.62	267.78	726.75	27.3	17.36	42.19	21.1	0.49
1998	204	14.5	-5.5	1	57.63	73.92	518.97	27.1	17.54	42.74	20.7	0.2
1998	204	15	-7.7	1	140.94	110.84	623.92	27.6	17.57	40.74	21.9	0.39
1998	204	15.5	-6.08	1	127.38	196.67	431.34	27.5	17.59	42.14	21.4	0.53
1998	204	16	-3.41	1	195.63	83.3	326.88	27.4	17.6	42.04	21.2	0.49
1998	204	16.5	-4.84	1	83.88	40.31	340.66	27.2	17.6	42.01	21	0.53
1998	204	17	-9999	2	149.5	99.79	405.78	28.2	17.59	39.41	23.2	0.44
1998	204	17.5	-5.47	1	90.45	78.34	300.39	27.5	17.62	39.97	22.1	0.48
1998	204	18	-2.76	1	59.86	32.81	198.27	27.3	17.62	40.53	21.7	0.41
1998	204	18.5	-2.35	1	79.06	-6.18	174.62	27.1	17.61	41.86	21	0.32
1998	204	19	1.36	1	5.86	-14.94	62.04	26.6	17.62	42.86	20	0.21
1998	204	19.5	3.86	1	7.64	-15.14	0	25.4	17.6	47.66	17	0.72
1998	204	20	8.08	1	98.64	37.89	0	19.5	17.54	72.61	6.2	0.83
1998	204	20.5	8.87	1	124.03	-79.4	0	18.7	17.34	76.43	5.1	0.68
1998	204	21	3.91	1	40.7	-53.31	0	17.2	17.14	87.51	2.5	0.44
1998	204	21.5	4.66	1	-9999	-27.32	0	16.5	16.94	92.87	1.3	0.39
1998	204	22	5.398	1	44.99	-27.31	0	16.5	16.76	92.74	1.4	0.31
1998	204	22.5	-9999	2	9.05	-13.25	0	16.6	16.61	92.01	1.5	0.18
1998	204	23	-9999	2	9.59	-10.13	0	16.5	16.48	93.19	1.3	0.22
1998	204	23.5	-9999	2	4.34	-17.48	0	16.7	16.38	91.67	1.6	0.2
1998	205	0	-9999	2	13.25	-15.49	0	16.5	16.29	91.7	1.6	0.14
1998	205	0.5	-9999	2	9.91	-11.33	0	16.5	16.19	90.28	1.8	0.2
1998	205	1	4.996	1	-5.62	-29.03	0	16.6	16.1	88.59	2.2	0.31
1998	205	1.5	6.19	1	29.38	-34.94	0	16.5	16.02	87.95	2.3	0.45
1998	205	2	2.85	1	-2.01	-32.51	0	16.2	15.93	91.19	1.6	0.68
1998	205	2.5	5.33	1	-1.33	-49.47	0	15.8	15.85	91.94	1.5	0.57
1998	205	3	5.96	1	19.63	-37.25	0	15.3	15.78	91.48	1.5	0.42
1998	205	3.5	3.08	1	7.19	-25.14	0	15	15.68	91.44	1.5	0.32
1998	205	4	0.03	1	19.34	-28.62	0	14.7	15.58	90.44	1.6	0.43
1998	205	4.5	6.2	1	25.58	-27.25	0.34	14.6	15.47	88.93	1.8	0.4
1998	205	5	1.68	1	13.18	-36.01	15.59	14.5	15.35	88.14	2	0.41
1998	205	5.5	3.05	1	20.16	-28.54	57.37	14.4	15.25	88.54	1.9	0.42
1998	205	6	2.34	1	21.25	-24.41	128.11	14.6	15.15	89.01	1.8	0.45
1998	205	6.5	-6.54	1	60.17	-11.04	188	14.9	15.08	88.33	2	0.51
1998	205	7	-3.6	1	73.06	-3.51	236.88	15.3	15.03	86.97	2.3	0.53
1998	205	7.5	-9.56	1	125.94	20.15	338.32	15.7	15.01	85.49	2.6	0.6
1998	205	8	-5.92	1	140.18	12.73	434.38	16.3	15	83.52	3.1	0.66
1998	205	8.5	-15.51	1	200.16	113.97	528.11	16.9	15.04	80.54	3.8	0.72
1998	205	9	-12.44	1	152.13	129.46	562.31	17.4	15.12	77.82	4.4	0.54
1998	205	9.5	-20.14	1	117.24	134.25	542.62	18.1	15.18	73.54	5.5	0.52
1998	205	10	-12.34	1	155.25	157.05	491.29	18.3	15.24	71.66	6	0.57
1998	205	10.5	-10.74	1	232.5	166.07	622.6	18.8	15.29	68.51	6.8	0.72
1998	205	11	-13	1	101.81	141.14	782.21	19.1	15.43	67.02	7.3	0.57
1998	205	11.5	-15.8	1	162.75	290.05	612.88	19.6	15.57	63.51	8.3	0.87
1998	205	12	-10.85	1	147.96	119.91	474.06	19.6	15.63	62.26	8.6	0.7
1998	205	12.5	-14.72	1	177	127.17	569.29	20.4	15.68	57.39	10.3	0.75
1998	205	13	-15	1	154.75	237.18	697.34	21.1	15.74	55.11	11.3	0.79
1998	205	13.5	-10.43	1	140	173.08	627.12	20.8	15.87	55.31	11	0.65
1998	205	14	-10.61	1	114.36	157.89	631.7	21.3	15.97	53.4	11.9	0.55
1998	205	14.5	-15	1	171.88	269.87	576.83	21.8	16.07	52	12.6	0.69
1998	205	15	-10.88	1	184	205.34	570.34	22	16.11	50.15	13.2	0.67
1998	205	15.5	-10.07	1	120.58	168.47	540.84	22.1	16.14	50.24	13.3	0.49
1998	205	16	-6.81	1	132.36	37.24	303.53	21.7	16.16	51.39	12.7	0.56
1998	205	16.5	-7.19	1	76.75	72.99	328.82	21.8	16.17	50.83	12.9	0.57
1998	205	17	-5.69	1	51.64	34.23	286.49	21.5	16.17	53.11	12	0.46
1998	205	17.5	-8.94	1	77.83	10.93	243.31	21.4	16.17	53.28	12	0.39
1998	205	18	-5.68	1	114.29	45.31	266.16	21.8	16.16	51.31	12.8	0.49
1998	205	18.5	-4.73	1	38.19	28.11	189.48	21.7	16.16	49.88	13	0.35
1998	205	19	2.69	1	22.11	-8.91	65.18	21.2	16.14	53	11.9	0.17
1998	205	19.5	4.996	1	0.38	-7.36	0	21.1	16.1	52.25	12	0.05
1998	205	20	4.955	1	-0.29	-7.6	0	21.1	16.03	52.47	11.9	0.08
1998	205	20.5	-9999	2	-0.24	-72.17	0	20.5	15.96	55.29	10.8	0.15
1998	205	21	-9999	2	-5.47	-19.32	0	19.1	15.89	63.67	8.1	0.14
1998	205	21.5	-9999	2	4.4	-21.08	0	18.4	15.82	66.98	7	0.25
1998	205	22	-9999	2	9.3	-15.61	0	18	15.75	67.65	6.7	0.13
1998	205	22.5	-9999	2	8.62	-13.45	0	17.6	15.69	69.09	6.3	0.14
1998	205	23	-9999	2	8.14	-13.48	0	17.3	15.62	70.32	5.9	0.15
1998	205	23.5	-9999	2	4.12	-12.67	0	17.2	15.56	70.14	5.9	0.18
1998	206	0	-9999	2	3.54	-11.14	0	17	15.48	69.88	5.9	0.17
1998	206	0.5	-9999	2	8.11	-11.84	0	16.8	15.42	70.17	5.7	0.17
1998	206	1	-9999	2	11.37	-11.24	0	16.6	15.35	68.32	6	0.22
1998	206	1.5	-9999	2	5.87	-14.34	0	16.4	15.28	67.66	6.1	0.22
1998	206	2	-9999	2	0.09	-16.82	0	16.3	15.2	68.86	5.8	0.26
1998	206	2.5	-9999	2	1.59	-7.8	0	16.2	15.12	69.54	5.6	0.16
1998	206	3	4.415	1	29.95	-17.39	0	16.1	15.05	68.96	5.7	0.3
1998	206	3.5	-9999	2	13.55	-15.69	0	15.9	14.99	67.85	5.8	0.29
1998	206	4	-9999	2	2.5	-15.69	0	15.8	14.92	68.49	5.7	0.2
1998	206	4.5	12.12	1	2.04	-32.45	0.28	15	14.85	74.8	4.3	0.19
1998	206	5	-9999	2	5.79	-11.27	10.7	14.4	14.78	79.77	3.3	0.31
1998	206	5.5	-9999	2	-2.79	-5.95	39.06	13.8	14.71	83.17	2.7	0.3
1998	206	6	-9999	2	3.51	-2.44	64.29	13.6	14.65	84.04	2.5	0.33
1998	206	6.5	-9999	2	-9999	-7.15	154.04	14.3	14.58	80.13	3.3	0.33
1998	206	7	-9999	2	-9999	-9999	147.92	14.9	14.54	77.98	3.7	0.42
1998	206	7.5	-9999	2	-9999	-9999	182.59	15.1	14.51	76.77	4	0.49
1998	206	8	-9999	2	-9999	-9999	199.69	15.5	14.5	74.94	4.4	0.58
1998	206	8.5	-9999	2	-9999	-9999	92.25	15.3	14.51	77.52	3.9	0.57
1998	206	9	-9999	2	-9999	-9999	69.21	14.9	14.51	81.06	3.2	0.57
1998	206	9.5	-9999	2	-9999	-9999	140.48	15.2	14.49	79.8	3.5	0.56
1998	206	10	-9999	2	-9999	-9999	67.39	14.5	14.49	86.79	2.2	0.52
1998	206	10.5	-9999	2	-9999	-9999	124.61	14	14.47	92.77	1.2	0.6
1998	206	11	-9999	2	-9999	-9999	302.52	14.1	14.45	93.31	1.1	0.6
1998	206	11.5	-9999	2	-9999	-9999	550.96	14.9	14.45	91	1.5	0.67
1998	206	12	-9999	2	149.25	61.15	551.67	15.5	14.51	87.42	2.2	0.47
1998	206	12.5	-16.37	1	176	83.84	505.71	16.1	14.62	80.88	3.5	0.42
1998	206	13	-17.79	1	152.76	62.01	400.55	16.7	14.69	74.43	4.9	0.49
1998	206	13.5	-14.62	1	172.56	71.03	413.34	16.8	14.73	69.56	5.9	0.61
1998	206	14	-12.7	1	138.88	103.12	605	17.1	14.75	66.23	6.6	0.48
1998	206	14.5	-17.83	1	133.25	270.37	783.44	17.6	14.78	65.5	7	0.59
1998	206	15	-10.58	1	154.63	249.91	664.71	17.9	14.81	64.96	7.2	0.62
1998	206	15.5	-18.79	1	126.13	227.58	703.46	18.3	14.83	61.28	8.2	0.54
1998	206	16	-14.12	1	160.5	158.12	551.05	18.5	14.84	54.64	9.7	0.49
1998	206	16.5	-6.02	1	57.41	125.7	524.57	19	14.84	54	10.1	0.46
1998	206	17	-9999	2	-51.93	127.06	452.41	19.3	14.82	58.06	9.4	0.46
1998	206	17.5	-5.66	1	49.94	98.97	363.88	19.1	14.83	60.56	8.7	0.43
1998	206	18	-2.05	1	32.68	49.97	226.97	18.8	14.83	60.69	8.6	0.44
1998	206	18.5	0.73	1	62.54	-0.86	174.31	18.5	14.82	61.95	8.1	0.39
1998	206	19	2.68	1	19.17	-5.09	75.27	17.5	14.81	66.65	6.7	0.23
1998	206	19.5	4.276	1	19.47	-17.56	0	17.3	14.78	66.42	6.7	0.19
1998	206	20	-9999	2	10.21	-14.74	0	16.9	14.73	67.34	6.3	0.14
1998	206	20.5	-9999	2	-10.64	-17.67	0	16.5	14.66	67.49	6.1	0.09
1998	206	21	-9999	2	2.35	-11.14	0	15.9	14.58	68.67	5.7	0.19
1998	206	21.5	-9999	2	-0.25	-10.67	0	15.8	14.49	67.79	5.8	0.11
1998	206	22	-9999	2	3.21	-11.18	0	15.8	14.39	64.95	6.3	0.14
1998	206	22.5	-9999	2	-9999	-9999	0	15.8	14.3	64.44	6.4	0.33
1998	206	23	-9999	2	0.83	-7.06	0	15.7	14.2	65.05	6.3	0.05
1998	206	23.5	-9999	2	0.2	-7.88	0	15.4	14.12	66.85	5.8	0.07
1998	207	0	-9999	2	0.06	-3.27	0	15.1	14.03	68.07	5.5	0.06
1998	207	0.5	-9999	2	-0.73	-10.72	0	14.4	13.94	71.94	4.6	0.02
1998	207	1	-9999	2	-2.06	6.93	0	14.8	13.84	69.99	5.1	0.1
1998	207	1.5	-9999	2	0.39	11.1	0	14.7	13.75	70.49	4.9	0.1
1998	207	2	-9999	2	0.05	-7.46	0	14.8	13.67	69.73	5.1	0.1
1998	207	2.5	-9999	2	0.53	-6.49	0	14.7	13.59	70.1	5	0.1
1998	207	3	-9999	2	-0.55	-32.81	0	14.1	13.51	73.16	4.3	0.15
1998	207	3.5	-9999	2	7.85	-6.63	0	13.6	13.42	75.22	3.9	0.1
1998	207	4	-9999	2	2.44	-20.79	0	13.8	13.33	74.29	4.1	0.11
1998	207	4.5	-3.53	1	-0.54	-6.81	0	14.1	13.27	72.78	4.4	0.09
1998	207	5	0.75	1	0.03	-5.71	14.09	13.9	13.22	73.8	4.2	0.04
1998	207	5.5	-1.22	1	-0.53	-7.34	54.32	14.2	13.17	73.06	4.4	0.06
1998	207	6	-9999	2	1.81	-6.79	123.34	14.3	13.13	72.62	4.5	0.06
1998	207	6.5	3.41	1	9.27	-18.48	175.7	14.5	13.11	72.28	4.6	0.1
1998	207	7	-0.44	1	98.6	28.46	281.26	15.6	13.13	68.58	5.6	0.29
1998	207	7.5	1.56	1	88.78	94.91	373.33	15.9	13.18	70.29	5.4	0.5
1998	207	8	-12.76	1	111.53	121.46	401.87	16.1	13.26	68.65	5.8	0.51
1998	207	8.5	-16.46	1	160.13	101.67	403.07	16.7	13.38	66.26	6.4	0.61
1998	207	9	-17.55	1	129.63	147.3	541.86	17.3	13.51	62.92	7.3	0.62
1998	207	9.5	-21.46	1	134.25	172.99	610.02	18	13.63	60.64	8.1	0.76
1998	207	10	-23.1	1	174.63	220.47	661.57	18.7	13.73	59.47	8.8	0.63
1998	207	10.5	-20.83	1	173.13	206.72	624.14	19	13.86	58.95	9	0.61
1998	207	11	-20.39	1	212.13	261.18	791.13	19.7	14.05	56.61	10	0.75
1998	207	11.5	-17.81	1	195.38	264.07	859.72	20.3	14.25	53.73	11	0.86
1998	207	12	-14.23	1	203.63	283.96	905.55	20.6	14.45	47.96	12.7	0.64
1998	207	12.5	-18.93	1	234.63	219.77	895.71	21.1	14.63	45.02	13.8	0.65
1998	207	13	-16.85	1	191.25	280.82	871.1	21.4	14.72	43.43	14.5	0.68
1998	207	13.5	-15.45	1	166.88	231.24	850.8	21.6	14.92	43.18	14.7	0.59
1998	207	14	-15.04	1	128.38	307.15	748.1	22.3	15.06	43.43	15.2	0.6
1998	207	14.5	-12.46	1	157.25	215.41	589.41	22	15.15	44.91	14.7	0.52
1998	207	15	-11.01	1	121.51	77.38	501.1	22.1	15.18	44.85	14.8	0.69
1998	207	15.5	-7.25	1	81.51	90.53	299.01	22	15.19	44.69	14.7	0.44
1998	207	16	-6.97	1	76.89	24.69	390.77	22.2	15.19	44.61	14.8	0.36
1998	207	16.5	-7.4	1	99.65	38.09	298.3	22	15.21	45.06	14.6	0.49
1998	207	17	-6.22	1	67.13	17.71	271.94	22.1	15.22	44.95	14.7	0.33
1998	207	17.5	-8.5	1	107.83	40.96	314.91	22.6	15.24	44.15	15.3	0.45
1998	207	18	-4.08	1	58.2	1.3	189.48	22	15.26	46.76	14.1	0.35
1998	207	18.5	-2.21	1	48.1	-8.53	138.66	21.5	15.26	48.43	13.3	0.37
1998	207	19	-1.99	1	19.89	-22.97	90.52	21.1	15.26	49.92	12.6	0.29
1998	207	19.5	4.521	1	19.89	-26.91	0	20.6	15.25	52.24	11.6	0.29
1998	207	20	4.505	1	-10.51	-12.01	0	20	15.22	54.88	10.6	0.22
1998	207	20.5	4.473	1	8.51	-10.63	0	19.7	15.16	56.74	10	0.18
1998	207	21	-9999	2	4.37	-13.06	0	19.6	15.1	57.73	9.7	0.24
1998	207	21.5	-9999	2	9.02	-16.46	0	19	15.03	62.19	8.3	0.19
1998	207	22	-9999	2	11.96	-13.46	0	18.4	14.96	64.25	7.6	0.23
1998	207	22.5	-9999	2	4.93	-14.56	0	17.9	14.89	65.21	7.2	0.21
1998	207	23	-9999	2	2.65	-11.83	0	17.9	14.81	64.54	7.3	0.18
1998	207	23.5	4.256	1	-2.67	-10.58	0	17.7	14.74	65.91	6.9	0.17
1998	208	0	-9999	2	1.28	-13.46	0	17.5	14.67	67.53	6.5	0.26
1998	208	0.5	-9999	2	0.17	-11.95	0	17.3	14.61	69.03	6.1	0.21
1998	208	1	-9999	2	1.01	-16.06	0	17.4	14.55	69.84	6	0.27
1998	208	1.5	-9999	2	-8.6	-16.99	0	17.4	14.5	71.63	5.6	0.2
1998	208	2	-9999	2	-0.53	-15.35	0	17.5	14.47	71.9	5.6	0.29
1998	208	2.5	-9999	2	2.19	-20.66	0	17.6	14.45	71.52	5.8	0.3
1998	208	3	-9999	2	1.51	-19.33	0	17.7	14.45	71.88	5.7	0.26
1998	208	3.5	-9999	2	-1.83	-17.68	0	17.7	14.44	72.05	5.7	0.19
1998	208	4	-9999	2	-0.35	-14.18	0	18.1	14.42	70.97	6	0.11
1998	208	4.5	0.88	1	0.68	-15.76	0	17.8	14.4	72.53	5.6	0.14
1998	208	5	-9999	2	-1.76	-11.75	7.47	17.7	14.37	73.13	5.5	0.14
1998	208	5.5	6.34	1	-0.88	-19.61	50.29	17.3	14.34	75.45	4.9	0.16
1998	208	6	3.83	1	-4.43	-26.73	44.97	16.8	14.33	78.87	4.1	0.19
1998	208	6.5	-4.87	1	23.07	3.47	174.28	17.8	14.33	74.97	5.1	0.13
1998	208	7	-8.13	1	40.04	26.69	258.78	18.8	14.33	72.55	6	0.23
1998	208	7.5	-8.76	1	51.1	39.77	237.95	19.7	14.38	71.15	6.6	0.44
1998	208	8	-8.12	1	41.78	14.29	146.29	19.9	14.48	71.92	6.5	0.37
1998	208	8.5	8.38	1	43.14	-1.52	171.14	20	14.59	73.13	6.3	0.28
1998	208	9	-12.23	1	52.31	1.1	222.3	20.3	14.7	72.67	6.5	0.3
1998	208	9.5	-11.67	1	88.29	67.34	448.16	21.2	14.82	69.86	7.6	0.34
1998	208	10	-9.39	1	109.85	59.86	237.8	21.8	14.97	67.61	8.5	0.34
1998	208	10.5	0.9	1	66.05	41.82	386.95	22.2	15.09	66.08	9.1	0.34
1998	208	11	19.69	1	34.85	223.68	722.1	23.8	15.24	56.41	12.9	0.63
1998	208	11.5	-9.01	1	1.99	159.31	691.71	24.1	15.46	52.07	14.4	0.58
1998	208	12	-9999	2	-9999	191.61	671.04	23.9	15.68	54.05	13.7	0.67
1998	208	12.5	-9999	2	-9999	184.14	416.33	23.3	15.84	53.74	13.3	0.71
1998	208	13	-9999	2	-9999	-9999	432.91	22.9	15.92	53.66	13	0.64
1998	208	13.5	-9999	2	219.63	199.01	658.93	23.9	16	48.67	15.3	0.65
1998	208	14	-20.67	1	202.25	173.44	550.44	24.7	16.11	46.29	16.8	0.69
1998	208	14.5	-14.3	1	175.5	130.52	475.69	24.7	16.22	47.93	16.3	0.46
1998	208	15	-7.35	1	94.85	30.76	274.5	24.4	16.29	47.34	16.2	0.56
1998	208	15.5	-7.99	1	-1.88	12.01	181.02	23.8	16.32	50.87	14.5	0.53
1998	208	16	-0.97	1	39.94	-8.31	85.82	23.1	16.32	54.77	12.8	0.42
1998	208	16.5	-3.54	1	4.58	-11.37	95.23	22.9	16.3	55.61	12.4	0.3
1998	208	17	10.28	1	9.24	69.48	36.79	20.2	16.28	70.93	6.9	0.78
1998	208	17.5	-3.85	1	-91.2	-10.07	9.75	17.1	16.29	86.02	2.7	0.46
1998	208	18	2.81	1	17.5	-23.95	11.26	16.1	16.13	91.33	1.6	0.25
1998	208	18.5	-0.93	1	-6.12	-23.03	11.17	16.1	15.91	94.89	0.9	0.19
1998	208	19	1.95	1	0.75	-9.98	10.43	16.3	15.77	94.85	1	0.22
1998	208	19.5	4.756	1	0.06	-19.58	0	16.5	15.68	90.08	1.9	0.03
1998	208	20	4.711	1	-0.22	-7.73	0	16.2	15.6	94.11	1.1	0.12
1998	208	20.5	-9999	2	-1.19	-4.98	0	16.4	15.54	92.06	1.5	0.11
1998	208	21	-9.15	1	0.84	-12.41	0	16.4	15.48	90.56	1.8	0.31
1998	208	21.5	8.95	1	-4.73	-19.67	0	16.3	15.41	92.16	1.5	0.48
1998	208	22	3.55	1	3.94	-24.9	0	16.3	15.35	93.26	1.3	0.57
1998	208	22.5	3.8	1	-3.9	-26.66	0	16.2	15.31	94.91	0.9	0.53
1998	208	23	4.17	1	1.79	-31.18	0	16.2	15.27	95.32	0.9	0.45
1998	208	23.5	-0.95	1	-1.5	-22.43	0	16.3	15.25	94.88	1	0.44
1998	209	0	6.71	1	2.89	-18.35	0	16.1	15.22	95.01	0.9	0.61
1998	209	0.5	0.43	1	-2.52	-13.76	0	15.9	15.2	95.13	0.9	0.56
1998	209	1	0.32	1	1.97	-24.78	0	15.8	15.16	95.36	0.8	0.58
1998	209	1.5	2.78	1	-5.09	-17.4	0	15.7	15.13	94.48	1	0.45
1998	209	2	1.28	1	5.42	-21.96	0	15.6	15.09	94.62	1	0.57
1998	209	2.5	4.99	1	-2.17	-27.36	0	15.6	15.05	94.2	1	0.73
1998	209	3	3.99	1	3.29	-13.46	0	15.5	15.01	94.93	0.9	0.62
1998	209	3.5	7.37	1	57.2	-17.89	0	15.4	14.97	90.66	1.6	0.5
1998	209	4	2.51	1	-13.85	-45.99	0	14.9	14.92	89.73	1.7	0.52
